term,coef,std_err,t,p_value,ci_low,ci_high
Intercept,27.61817861353903,0.5728944650373845,48.208143557010615,0.0,26.495237336117356,28.741119890960704
C(tense)[T.past perfect],-0.007389778726587526,0.1367354948032033,-0.05404433382292778,0.9569005475650415,-0.27540760849070334,0.2606280510375283
C(tense)[T.present continuous],-0.3144579641395529,0.13673549480320396,-2.2997537295793995,0.02147556224495836,-0.58247579390367,-0.046440134375435815
C(tense)[T.present perfect],-0.10436851684416658,0.13673549480320404,-0.7632876671443541,0.4453036143459748,-0.37238634660828385,0.16364931291995066
C(tense)[T.simple future],-0.10978462224797401,0.1367354948032042,-0.8028977582300844,0.42204629317891634,-0.3778024520120916,0.15823320751614356
C(tense)[T.simple past],-0.03891501988778422,0.13673549480320454,-0.28460071720069724,0.7759539101905387,-0.3069328496519025,0.22910280987633402
C(semantic_role)[T.patient],0.18877841614442897,0.07607752545732213,2.481395326801601,0.013097562524917124,0.0396574194621683,0.33789941282668967
C(syntactic_role)[T.subject],-0.33353691689608134,0.1311631620437708,-2.5429161031111454,0.011002915947516942,-0.5906323118157839,-0.07644152197637871
C(valence)[T.-val],0.23852822277169333,0.09194695035511824,2.5941939547798785,0.009490328831908092,0.05830126617146486,0.4187551793719218
C(dominance)[T.-dom],-0.02886648244212532,0.08697944822183115,-0.3318770471905576,0.7399866448082233,-0.19935654414883397,0.1416235792645833
C(tense)[T.past perfect]:C(syntactic_role)[T.subject],-0.17466278076174468,0.07302673209033864,-2.3917649847137605,0.016779564576041163,-0.31780385965854296,-0.031521701864946405
C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.01760444641116441,0.07302673209033854,0.24106852254304126,0.8095052363102191,-0.12553663248563368,0.1607455253079625
C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.07490043640136955,0.07302673209033882,-1.025657786640553,0.3050691201267364,-0.21804151529816818,0.06824064249542909
C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.07149581909185258,0.07302673209033857,-0.9790362658349253,0.3275775275453131,-0.2146368979886507,0.07164525980494556
C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.08289566040039946,0.07302673209033898,1.1351413109633872,0.25633388212895825,-0.060245418496399486,0.22603673929719842
C(tense)[T.past perfect]:C(valence)[T.-val],0.1434249877929716,0.07302673209033869,1.9640066546527897,0.04954738210611609,0.00028390889617321835,0.28656606668977
C(tense)[T.present continuous]:C(valence)[T.-val],-0.0929325103759816,0.0730267320903387,-1.2725820766704743,0.20318570386615042,-0.23607358927278002,0.050208568520816815
C(tense)[T.present perfect]:C(valence)[T.-val],0.0554172515869142,0.0730267320903386,0.758862542532502,0.44794646816159767,-0.087723827309884,0.1985583304837124
C(tense)[T.simple future]:C(valence)[T.-val],0.00932693481446088,0.07302673209033893,0.12771946036039022,0.8983726661765269,-0.13381414408233797,0.1524680137112597
C(tense)[T.simple past]:C(valence)[T.-val],0.030294036865244855,0.07302673209033869,0.4148348967302715,0.6782685828545421,-0.11284704203155353,0.17343511576204323
C(tense)[T.past perfect]:C(dominance)[T.-dom],0.05894622802734556,0.07302673209033886,0.8071869894770207,0.4195712974849065,-0.08419485086945316,0.20208730692414428
C(tense)[T.present continuous]:C(dominance)[T.-dom],0.04662971496582248,0.07302673209033898,0.6385293937039163,0.5231386757427009,-0.09651136393097647,0.1897707938626214
C(tense)[T.present perfect]:C(dominance)[T.-dom],0.002298355102536674,0.07302673209033861,0.031472791356642736,0.9748929009163853,-0.14084272379426155,0.1454394339993349
C(tense)[T.simple future]:C(dominance)[T.-dom],-0.10118713378906695,0.07302673209033897,-1.3856177168641708,0.1658838454025376,-0.24432821268586585,0.04195394510773197
C(tense)[T.simple past]:C(dominance)[T.-dom],0.0010482788086017276,0.07302673209033878,0.014354727078639355,0.9885471652284163,-0.14209280008819683,0.14418935770540028
C(semantic_role)[T.patient]:C(syntactic_role)[T.subject],-0.09668935139973567,0.04216200343039582,-2.293281711799053,0.02184527560000397,-0.17933189183289586,-0.01404681096657548
C(semantic_role)[T.patient]:C(valence)[T.-val],0.11107762654621153,0.042162003430395834,2.634543368642022,0.00843353222359647,0.028435086113051317,0.19372016697937175
C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.14017333984375474,0.04216200343039581,-3.3246366026027054,0.0008874172416606866,-0.2228158802769149,-0.057530799410594566
C(valence)[T.-val]:C(dominance)[T.-dom],0.04928944905600355,0.042162003430395806,1.1690490262725362,0.24240207693754193,-0.03335309137715661,0.1319319894891637
log_frequency,1.2371221845368534,0.04379459661753256,28.24828358029878,3.541556986154762e-171,1.1512795673165077,1.322964801757199
C(tense)[T.past perfect]:log_frequency,0.018967013561619034,0.01624693534039827,1.1674210036681347,0.2430585706486664,-0.012878911715637126,0.050812938838875193
C(tense)[T.present continuous]:log_frequency,0.0025051473655366987,0.016246935340398286,0.15419199455466573,0.8774603861084798,-0.029340777911719497,0.03435107264279289
C(tense)[T.present perfect]:log_frequency,0.0064683174542496304,0.016246935340398283,0.3981253891105265,0.6905433104692279,-0.025377607823006555,0.03831424273150582
C(tense)[T.simple future]:log_frequency,0.038267127437266936,0.0162469353403983,2.355344354828263,0.018518089268269904,0.006421202160010714,0.07011305271452316
C(tense)[T.simple past]:log_frequency,0.00887625946314236,0.016246935340398293,0.5463343872041753,0.5848440624996822,-0.022969665814113846,0.04072218474039857
C(semantic_role)[T.patient]:log_frequency,-0.013317036233489614,0.009380172492285378,-1.419700569946029,0.15571522874184152,-0.03170328976490615,0.005069217297926924
C(syntactic_role)[T.subject]:log_frequency,0.0422522344290109,0.01455310693085626,2.9033136793233822,0.0036976378980561483,0.013726414256662864,0.07077805460135894
C(valence)[T.-val]:log_frequency,-0.008340205031176752,0.009380172492285377,-0.8891313073438751,0.37394648197041114,-0.026726458562593286,0.010046048500239782
C(dominance)[T.-dom]:log_frequency,-0.007709459144174988,0.00938017249228537,-0.8218888459157395,0.41115295815913394,-0.026095712675591513,0.010676794387241536
lex_emb_norm,6.5706663286577465,0.2685849419869735,24.46401603920307,1.0872704507214992e-129,6.0442079034896885,7.097124753825804
C(syntactic_role)[T.subject]:lex_emb_norm,-0.10701576972986884,0.1301317619560192,-0.8223647180465988,0.4108821581241526,-0.36208949782827127,0.14805795836853355
log_frequency:lex_emb_norm,-0.7194375904242736,0.029505946447129158,-24.382799979435084,7.36001287520908e-129,-0.7772727541707284,-0.6616024266778188
profession_embedding_1,-37.25292490166162,0.6153779655942234,-60.53665711883155,0.0,-38.45913889211523,-36.04671091120802
profession_embedding_2,4.13088756328777,0.10417412805064033,39.653680242753694,0.0,3.9266938844051475,4.335081242170392
profession_embedding_3,-5.082084615329081,0.164710787998971,-30.854594754053576,7.435486317519804e-203,-5.4049373464488095,-4.759231884209353
profession_embedding_4,-1.4064656472856782,0.1503011074168895,-9.357653256569632,9.261790430455446e-21,-1.701073690932252,-1.1118576036391046
profession_embedding_5,-1.9984838903216773,0.16249047157823482,-12.29908357647581,1.334250844803942e-34,-2.3169845372270483,-1.6799832434163062
