term,coef,std_err,z,p_value,ci_low,ci_high
Intercept,0.8440148362682283,0.30518899008303374,2.7655481150830323,0.005682722104245747,0.24585540722733046,1.442174265309126
C(tense)[T.past perfect],0.041069248744417024,0.033672869859980456,1.219653950352091,0.22259608527458064,-0.02492836343724896,0.107066860926083
C(tense)[T.present continuous],0.07058236258370254,0.033672869859980394,2.096119602433662,0.03607158251976705,0.00458475040203668,0.1365799747653684
C(tense)[T.present perfect],0.18157610212053313,0.033672869859980435,5.392356008726565,6.953981919092251e-08,0.11557848993886718,0.24757371430219907
C(tense)[T.simple future],0.6221919468470961,0.03367286985998044,18.47754436833907,3.131113814227525e-76,0.5561943346654301,0.6881895590287621
C(tense)[T.simple past],0.015339006696425928,0.03367286985998048,0.45553012737580845,0.6487278982857242,-0.0506586054852401,0.08133661887809196
C(syntactic_role)[T.subject],-0.21327545652273894,0.05634799428549954,-3.7849697975429577,0.00015372724688229956,-0.3237154959233868,-0.10283541712209107
C(valence)[T.-val],-0.034541487833614555,0.04149325539014399,-0.832460300085765,0.40514917784637305,-0.11586677399961925,0.04678379833239014
C(dominance)[T.-dom],0.006672880779163937,0.041930419806000575,0.15914175937272623,0.8735571882139449,-0.07550923189724215,0.08885499345557002
C(tense)[T.past perfect]:C(syntactic_role)[T.subject],0.004669189453126451,0.03367286985998043,0.13866324648127765,0.889716262518102,-0.06132842272853948,0.07066680163479239
C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.044786289760046304,0.03367286985998042,1.3300407701000256,0.18350483875540546,-0.021211322421619612,0.11078390194171223
C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.07720729282923952,0.033672869859980435,-2.2928634580386307,0.021855867201646315,-0.14320490501090546,-0.011209680647573578
C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.14817940848214142,0.03367286985998043,-4.400557751635238,1.0797298521451833e-05,-0.21417702066380734,-0.0821817963004755
C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.11198817661830515,0.033672869859980435,3.3257686999646254,0.0008817506611636196,0.04599056443663921,0.1779857887999711
C(tense)[T.past perfect]:C(valence)[T.-val],0.0814566476004472,0.03367286985998049,2.4190586647102728,0.015560730428864059,0.015459035418781145,0.14745425978211324
C(tense)[T.present continuous]:C(valence)[T.-val],0.024685668945313346,0.03367286985998046,0.7331026148932964,0.4634958453970539,-0.04131194323635265,0.09068328112697935
C(tense)[T.present perfect]:C(valence)[T.-val],0.07138541085379531,0.033672869859980484,2.1199681271787116,0.034008733291661826,0.005387798672129268,0.13738302303546135
C(tense)[T.simple future]:C(valence)[T.-val],0.16337454659598244,0.03367286985998048,4.851815342004745,1.2233650203543465e-06,0.09737693441431641,0.22937215877764847
C(tense)[T.simple past]:C(valence)[T.-val],0.08559221540178642,0.033672869859980484,2.541874683022222,0.011025969787973232,0.019594603220120382,0.15158982758345246
C(tense)[T.past perfect]:C(dominance)[T.-dom],0.017610386439733658,0.03367286985998044,0.5229844237500904,0.6009850927328515,-0.0483872257419323,0.08360799862139962
C(tense)[T.present continuous]:C(dominance)[T.-dom],-0.10224565778459666,0.033672869859980435,-3.0364402621385613,0.0023938953941212916,-0.1682432699662626,-0.03624804560293071
C(tense)[T.present perfect]:C(dominance)[T.-dom],-0.022112601143971757,0.03367286985998044,-0.6566889378874166,0.5113809487776754,-0.08811021332563772,0.0438850110376942
C(tense)[T.simple future]:C(dominance)[T.-dom],-0.14945504324776673,0.033672869859980435,-4.438440913092211,9.06128516412852e-06,-0.21545265542943268,-0.08345743106610079
C(tense)[T.simple past]:C(dominance)[T.-dom],0.01219046456473364,0.03367286985998044,0.36202630234442157,0.7173323752798952,-0.05380714761693232,0.0781880767463996
C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.035470145089285934,0.01944104047804691,-1.8244982890365002,0.06807677477138657,-0.07357388424824324,0.002633594069671369
