term,coef,std_err,z,p_value,ci_low,ci_high
Intercept,1.3511128270102417,0.25936878271537006,5.209234561172868,1.896212706228671e-07,0.8427593541741215,1.8594662998463618
C(tense)[T.past perfect],0.08996843610491426,0.02629509792510302,3.4214908178388836,0.0006227882789938131,0.038430991201758434,0.14150588100807007
C(tense)[T.present continuous],0.24792175292969118,0.026295097925103008,9.42843999424733,4.1623320415495556e-21,0.1963843080265354,0.29945919783284697
C(tense)[T.present perfect],0.1987380981445348,0.02629509792510301,7.557990417476502,4.093441944518735e-14,0.147200653241379,0.2502755430476906
C(tense)[T.simple future],0.6388528006417455,0.02629509792510301,24.295509469537098,2.186718433227569e-130,0.5873153557385897,0.6903902455449014
C(tense)[T.simple past],0.011800057547436273,0.026295097925103,0.4487550333924094,0.6536083799077382,-0.039737387355719515,0.06333750245059205
C(syntactic_role)[T.subject],-0.05611850610116857,0.02657754728602089,-2.1115005646395923,0.03472930943564308,-0.10820954157917978,-0.004027470623157364
C(valence)[T.-val],0.06781905613149011,0.034281845989823215,1.978279003750925,0.04789724039635032,0.0006278726678877328,0.1350102395950925
C(dominance)[T.-dom],-0.003411985876516517,0.03035238185321718,-0.11241245886457066,0.9104963771960513,-0.06290156115382929,0.056077589400796254
C(tense)[T.past perfect]:C(valence)[T.-val],-0.0711556570870548,0.03036296373085148,-2.3435016989054436,0.01910367524145221,-0.1306659724634196,-0.011645341710689996
C(tense)[T.present continuous]:C(valence)[T.-val],-0.06482369559151925,0.030362963730851473,-2.1349594251121347,0.03276432456202188,-0.12433401096788405,-0.005313380215154456
C(tense)[T.present perfect]:C(valence)[T.-val],-0.06038861955915311,0.030362963730851473,-1.9888908110044903,0.04671325624892808,-0.1198989349355179,-0.0008783041827883156
C(tense)[T.simple future]:C(valence)[T.-val],0.0496564592633907,0.030362963730851487,1.6354285999075675,0.1019592310394785,-0.009853856112974124,0.10916677463975552
C(tense)[T.simple past]:C(valence)[T.-val],-0.058595929827010014,0.030362963730851476,-1.9298488232712054,0.05362557201675606,-0.11810624520337482,0.0009143855493547876
C(tense)[T.past perfect]:C(dominance)[T.-dom],-0.07986188616071749,0.030362963730851587,-2.630240146141281,0.008532457158794856,-0.13937220153708252,-0.020351570784352464
C(tense)[T.present continuous]:C(dominance)[T.-dom],-0.11133510044643181,0.030362963730851577,-3.666806094205654,0.00024559888824865776,-0.17084541582279683,-0.05182478507006681
C(tense)[T.present perfect]:C(dominance)[T.-dom],-0.0977979387555835,0.030362963730851584,-3.220961551135133,0.0012776128696424212,-0.15730825413194852,-0.03828762337921848
C(tense)[T.simple future]:C(dominance)[T.-dom],-0.2188337053571465,0.030362963730851584,-7.207257739954785,5.708988340485461e-13,-0.2783440207335115,-0.1593233899807815
C(tense)[T.simple past]:C(dominance)[T.-dom],-0.05517708914620831,0.030362963730851573,-1.817249779544521,0.06917887587562589,-0.11468740452257331,0.004333226230156688
C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.08453311011904689,0.01753006528340194,-4.822178854010641,1.4199853317929685e-06,-0.11889140672115063,-0.050174813516943154
C(syntactic_role)[T.subject]:C(dominance)[T.-dom],0.03405616396949401,0.017530065283401952,1.9427288728775882,0.05204892575640939,-0.00030213263260974593,0.06841446057159778
